"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13986","Keyboard Action Demo","chromium","2026-05-21","passed","2026-05-21","","Sample.spec.js","",""
